material_id,formula_pretty,density,energy_per_atom,efermi,energy_above_hull,band_gap,e_total,formula,data.Sᵉ.p.v.value,data.Sᵉ.p.T.value,data.σᵉ.p.v.value,data.σᵉ.p.T.value,data.κₑᵉ.p.v.value,data.κₑᵉ.p.T.value,ZT
mp-7812,GeO2,3.683087732,-6.916133872,-1.33778176,0.00058895,3.2779,5.705280343,GeO2,1283.8,1200,815.27,100,0.156806,100,0.081328002
mp-3098,AlCuO2,4.964065438,-6.85234818,6.09085843,8.24E-05,1.8148,9.602708097,AlCuO2,1287.57,600,1052.95,1300,0.0904059,100,0.261794915
mp-27854,TaCl4F,3.054881492,-5.747412956,-2.20077976,0,3.0944,4.435415523,TaCl4F,1252.31,1000,205.596,100,0.0278378,300,0.109928429
mp-755792,LuGaO3,8.887079571,-7.644123237,2.58184086,0.054542353,3.6376,22.31484528,LuGaO3,1321.13,1300,1683.55,100,0.305144,100,0.097922409
mp-10644,TaTl3Se4,7.031515968,-4.951788706,1.9849676,0,2.2527,21.41651348,TaTl3Se4,1199.66,800,2648.32,100,0.581037,100,0.04446943
mp-8756,KLiSe,2.765962318,-3.542389262,0.41473306,0,3.2591,8.849830877,KLiSe,1220.58,1000,2056.73,200,0.321925,100,0.083883582
mp-571333,Ca5(SiN3)2,3.003935591,-6.767149557,4.32042853,0,2.1605,25.13932253,Ca5(SiN3)2,1105.78,900,2397.36,100,0.417044,100,0.05241554
mp-27655,Te2I,5.055947467,-2.788434283,3.24169004,0,0.6729,34.51658847,Te2I,954.549,300,3516.23,100,0.699727,100,0.015520069
mp-781712,Na2SnO2,3.795321424,-4.999580193,2.71812012,0.040158754,2.4072,12.96171424,Na2SnO2,1188.55,900,1061.3,100,0.234015,100,0.04777499
mp-30908,Ag3PSe4,5.381034208,-3.827734963,2.04292933,0,0.1744,12.4555714,Ag3PSe4,737.57,100,3915.37,1300,0.744353,100,0.02909847
mp-774702,Li3BiO4,5.693386318,-5.560793111,1.94786767,0,1.3995,18.59812982,Li3BiO4,1217.68,600,1274.28,100,0.277864,100,0.036878008
mp-8720,Rb2MnTe2,3.890252254,-4.407315186,1.95107362,0,0,8.776203783,Rb2MnTe2,1028.99,400,1422.42,100,0.310579,100,0.019724584
mp-40251,BaLaMgTaO6,7.150100419,-8.43879136,4.17296785,0.079560696,2.9425,10.18703639,BaLaMgTaO6,1279.3,1100,1337.04,100,0.269626,100,0.071523593
mp-556588,SiO2,2.974995909,-8.071059518,2.9765639,0.303198352,4.0078,6.32101793,SiO2,1236.13,1300,535.575,100,0.0455991,800,0.267666202
mp-1167,CF4,1.984888167,-5.557790706,-5.38132639,0,9.3354,1.927902043,CF4,1372.87,1300,136.664,100,0.00597846,1300,0.78861663
mp-27355,Pb2OF2,7.652770186,-5.447011054,2.34056589,0,2.8511,21.80149537,Pb2OF2,1269.72,1000,583.322,100,0.134539,100,0.056863798
mp-722937,Zr3Zn3N,7.082827768,-6.192996901,4.31751284,0,0,1953.862159,Zr3Zn3N,25.4844,300,53208.5,1300,126030,100,3.16E-09
mp-753821,Pr3GaO6,6.273014379,-8.125437225,1.98781052,0,3.6286,16.27012225,Pr3GaO6,1267.13,1300,1378.94,100,0.254783,100,0.08836638
mp-10919,Rb2PtC2,4.759706023,-5.359975326,1.2735678,0,1.1362,11.98203589,Rb2PtC2,1118.9,400,5923.87,100,1.20169,100,0.025102987
mp-758604,LiAgF2,4.470220882,-4.287557665,-1.22605194,0.053544515,1.3844,10.94470279,LiAgF2,1245.53,500,354.56,100,0.0556274,100,0.046923018
mp-7441,KP,2.015920544,-3.674296835,2.39110254,0,1.035,11.23521457,KP,1003.15,500,2682.9,100,0.482914,100,0.026530353
mp-558807,ZnAgPS4,3.662239615,-4.368739835,2.62567311,0,2.1934,9.294920037,ZnAgPS4,1138.71,900,2368.19,100,0.468331,100,0.048894626
mp-10070,BaAg(PO3)3,3.738944986,-7.306532902,1.36117948,0,3.3851,7.77592283,BaAg(PO3)3,1187.82,1000,170.082,100,0.00270088,700,1.084189942
mp-557343,Zn3BPO7,4.228213565,-6.5232551,1.07504811,0.022392398,3.1968,10.59596437,Zn3BPO7,1224.29,1200,1387.66,100,0.282256,1000,0.114898634
mp-753671,PNO,2.63074627,-7.713684485,2.56904244,0,5.1181,6.318184127,PNO,1198.04,1300,1234.9,100,0.23286,100,0.077401492
mp-9693,K2SnSe3,3.372813678,-3.91253499,0.56063359,0,1.646,9.295140923,K2SnSe3,1176.72,600,1907.76,100,0.342286,100,0.041855198
mp-23651,Na4Al3Ge3IO12,2.94536239,-6.535310729,-0.04525054,0,3.5222,5.731621233,Na4Al3Ge3IO12,1236.94,400,55.0095,100,0.000495557,800,1.496798156
mp-675801,KNbCl6,2.046514114,-4.682981948,-1.9755818,0,2.0965,10.14328302,KNbCl6,1213.12,800,798.348,100,0.224216,100,0.035523169
mp-38011,KHS,1.686647533,-3.817714323,-0.5194133,0.003821667,3.2248,6.3617786,KHS,1240.73,1200,1473.38,100,0.288311,100,0.074664592
mp-8188,KScO2,3.423675706,-7.433024425,1.82205967,0,3.6241,18.90612635,KScO2,1301.97,1300,1953.08,100,0.310764,100,0.108333077
mp-7921,MgPdF6,3.940071453,-4.713989455,-1.51059418,0,1.8285,5.555414607,MgPdF6,1244.45,700,719.1,100,0.135136,100,0.050279874
mp-30943,MgPSe3,3.592766365,-4.388379354,1.85054648,0,2.0382,8.170245143,MgPSe3,1182.03,800,3158.66,100,0.47713,100,0.062704931
mp-22876,CsI3,3.98538662,-2.483523324,0.51099331,0,1.9164,8.25663692,CsI3,1167.4,700,796.577,200,0.170034,100,0.043282258
mp-760483,Li2PdO3,4.924029401,-5.605017165,1.97650238,0,1.097,19.13668466,Li2PdO3,1203.78,500,1041.99,100,0.240877,100,0.029746717
mp-754117,YHO2,4.294973484,-7.896544244,1.0424829,0.018924174,4.8376,13.37894907,YHO2,1325.66,1300,840.429,100,0.142451,100,0.105431316
mp-23909,H6CN3ClO,1.507857641,-5.766134994,-0.96286291,0.095364578,5.2019,10.21765963,H6CN3ClO,1277.96,1300,384.234,100,0.0509581,100,0.125223801
mp-344,BN,2.542715603,-8.749889138,3.65924926,0.21943424,3.5767,6.840931893,BN,1236.73,1300,2035.53,100,0.387908,100,0.081614694
mp-540635,BaSn(GeO3)3,4.623335566,-6.946768813,1.37985654,0,2.7866,9.62774503,BaSn(GeO3)3,1201.79,1000,606.851,100,0.0954474,100,0.074702464
mp-557592,CrAg(PS3)2,3.025844645,-5.461568456,3.13898554,0,0,12.30491494,CrAg(PS3)2,1098.42,400,1143.55,100,0.25572,100,0.021946088
mp-768176,TmTaO4,8.58055753,-9.686778493,1.62954808,0.085393652,3.5355,20.32238794,TmTaO4,1288.73,1300,1004.09,100,0.150519,100,0.11266136
mp-567809,AgI,5.548019602,-2.62401454,1.53284226,0.024783105,1.5986,8.371926873,AgI,1108.82,700,2941.42,100,0.523653,100,0.042136319
mp-7392,Na2AgSb,4.242825439,-2.811876141,2.4007414,0,0.655,19.09309391,Na2AgSb,837.636,300,4408.88,200,0.999738,100,0.01258585
mp-6499,BaLiBO3,4.266235241,-7.184054628,1.34066471,0,4.1341,12.06578325,BaLiBO3,1218.74,1300,928.575,100,0.158361,100,0.088564705
mp-504600,NaH4ClO2,1.590479431,-4.791494423,-2.06372283,0.026866133,4.923,5.510915927,NaH4ClO2,1322.13,1300,237.594,100,0.0294181,200,0.153132611
mp-9396,HfTlCuS3,6.906792156,-6.050089939,4.8324446,0,0.5853,45.21681772,HfTlCuS3,914.57,300,4176.3,100,0.711924,100,0.016631848
mp-13800,Cs2NaTlF6,5.210618568,-4.419356616,-1.55115848,0,3.6228,8.49981298,Cs2NaTlF6,1359.67,1200,147.94,900,0.0300023,100,0.135956293
mp-17400,Ba2TaN3,6.595002596,-8.038706008,2.38042326,0,2.0155,18.64243744,Ba2TaN3,1182.17,800,1550,100,0.401122,100,0.036609485
mp-9919,LiZnSb,5.159037618,-2.862200213,4.40957193,0,0.4331,31.89863915,LiZnSb,781.512,200,6258.9,1300,0.944941,100,0.043879649
mp-669367,KAl(SO4)2,2.509027207,-6.707555733,0.44049534,0.01184989,5.5112,7.404589467,KAl(SO4)2,1259.95,1300,726.207,100,0.184307,100,0.063605551
mp-669367,KAl(SO4)2,2.509027207,-6.707555733,0.44049534,0.01184989,5.5112,7.404589467,KAl(SO4)2,1259.95,1300,726.207,100,0.184307,100,0.063605551
mp-9583,K2ZnF4,3.205569608,-4.45490975,-1.49844356,0,4.0673,9.056451027,K2ZnF4,1271.28,1300,2170.98,100,0.333611,100,0.106946773
mp-765230,LiVOF3,2.879159308,-6.591578352,-0.9028468,0.00435339,1.1322,9.746273057,LiVOF3,1213.22,500,271.812,100,0.0263513,500,0.113218377
mp-765046,Li4V2OF7,2.936511952,-6.163909129,2.0960901,0.054792032,0.9142,6.949470307,Li4V2OF7,1143.97,300,140.516,100,0.006834,300,0.127689931
mp-8754,NaLiTe,3.508012486,-3.260567212,2.24830202,0,2.284,11.23116675,NaLiTe,1165.14,1000,2909.43,100,0.636283,100,0.050497933
mp-4004,Ag5SbS4,5.893921663,-3.78170182,3.3182075,0.013321662,0.5945,17.72027581,Ag5SbS4,984.567,300,2308.23,100,0.490423,100,0.015464908
mp-27850,TiNCl,2.960848314,-7.886571967,2.47889666,0,0.5637,59.43298845,TiNCl,798.96,300,9345.4,100,1.2509,100,0.016164933
mp-31212,K2MgF4,2.726956595,-5.017607264,-1.91835679,0,6.2149,6.77803125,K2MgF4,1367.82,1300,563.416,100,0.0913042,100,0.117399464
mp-9789,CaPS3,2.460616951,-5.323297772,3.00210138,0,3.0848,11.38867028,CaPS3,1207.43,1100,1479.02,100,0.273203,100,0.069555968
mp-616544,RbCr3S5,3.751523104,-6.735224211,4.48610783,0,0,16.16906694,RbCr3S5,922.021,100,2894.53,1300,0.142997,100,0.174985696
mp-10461,NaSr3SbO6,5.052120979,-6.392569183,2.55134284,0,2.9095,13.6244769,NaSr3SbO6,1252.73,1100,1115.66,100,0.209604,100,0.073615479
mp-10161,KZnSb,3.816814771,-2.620778637,2.37522488,0.009839517,0.3446,22.97401326,KZnSb,833.547,200,6123.31,400,1.25705,100,0.016060921
mp-9636,CsSbF6,3.846453855,-4.987393224,-2.99132544,0,5.0381,5.070493727,CsSbF6,1329,1300,164.536,100,0.021815,800,0.198681256
mp-17577,Ca6MnN5,2.920218438,-6.241440008,3.75432718,0,0.7324,15.52389179,Ca6MnN5,1131.55,300,678.024,1300,0.0301964,200,0.350823306
mp-6406,Na2MgSiO4,2.574819353,-6.490152633,1.21093376,0,3.9456,5.6147974,Na2MgSiO4,1304.38,1300,561.748,100,0.105773,100,0.091885032
mp-21137,Ca2PbO4,5.824536011,-6.481919203,3.16937314,0,1.4813,15.23576727,Ca2PbO4,1213.37,600,1236.4,100,0.268483,100,0.036770305
mp-23295,RbCl,2.671979177,-3.659405805,-1.81796229,0,4.8388,5.651929927,RbCl,1340.16,1300,812.036,100,0.156932,100,0.094503278
mp-11265,BaCaSn,4.240256345,-3.32083233,3.29969359,0,0.2437,39.37156558,BaCaSn,855.102,100,5517.44,1300,0.509037,100,0.080592367
mp-981511,Y3SbO7,5.541796047,-8.690631469,3.4072269,0,2.8091,41.09118236,Y3SbO7,1159.76,1100,1852.11,100,0.348548,100,0.062988653
mp-981511,Y3SbO7,5.541796047,-8.690631469,3.4072269,0,2.8091,41.09118236,Y3SbO7,1159.76,1100,1852.11,100,0.348548,100,0.062988653
mp-9392,Sr4Al6TeO12,3.253716548,-7.341150237,1.8677129,0,2.838,9.149425367,Sr4Al6TeO12,1219.59,900,395.295,100,0.0235055,900,0.322189716
mp-753785,NbOF3,3.260211211,-7.417287042,-2.94569866,0.033699999,3.2629,6.395981693,NbOF3,1266.09,1100,1895.51,100,0.206057,100,0.129954031
mp-757074,BaCa2I6,3.802275106,-3.592223062,0.5296314,0.029202725,3.8624,8.1148438,BaCa2I6,1273.15,1300,1195.45,100,0.170335,100,0.115679517
mp-16236,KAgSe,4.626412454,-3.302048998,1.56917696,0,0.4822,18.24601704,KAgSe,966.461,200,2960.28,100,0.481409,100,0.015574918
mp-9984,SnS2,3.841032283,-4.803513665,3.02052399,0.000724408,1.4857,12.47600001,SnS2,1220.17,600,4691.4,100,0.933005,100,0.040600156
mp-8932,Cs2SiP2,3.439542281,-4.075952875,3.18273867,0,1.2699,10.70557057,Cs2SiP2,970.726,600,2946.33,100,0.627628,100,0.02399059
mp-12442,KAuF6,4.374116702,-3.805106099,-3.31879269,0,2.1117,6.46223657,KAuF6,1237.6,700,668.08,100,0.12486,100,0.050001932
mp-24199,LiHF2,2.156241152,-4.8217436,-3.44629557,0,8.0448,8.161886985,LiHF2,1376.85,1300,624.97,100,0.105973,100,0.113686002
mp-6675,Na2Zn(SiO3)2,2.968841092,-6.756410045,0.74928604,0,3.8766,6.223075873,Na2Zn(SiO3)2,1289.35,1200,224.544,100,0.0232684,600,0.206637301
mp-30056,CsCaBr3,3.562563217,-3.868912384,-0.59898138,0,4.3923,19.81658875,CsCaBr3,1258.91,1300,1591.32,100,0.406362,100,0.063110787
mp-504849,Cs2Li2SiO4,4.156556312,-5.896779921,1.60654791,0,3.8424,9.78650122,Cs2Li2SiO4,1257.69,1300,659.334,100,0.113759,100,0.093225929
mp-554646,TeS4(NCl)4,2.382354826,-4.849364364,0.54859118,0.318226292,1.9097,6.509739277,TeS4(NCl)4,1159.97,700,442.294,100,0.0744065,100,0.048799428
mp-17167,Be3Cd4Si3TeO12,4.465133766,-6.639369769,0.94126852,0,0,8.309390047,Be3Cd4Si3TeO12,1274.95,1000,662.831,100,0.0804253,400,0.136227951
mp-19956,Ba2InO3F,5.978945637,-6.20251072,2.6603006,0,2.0467,24.59947593,Ba2InO3F,1158.33,700,2925.31,100,0.4598,100,0.052082112
mp-33319,Pr3NF6,6.044397134,-7.179379133,2.89915706,0.057751982,3.3108,66.55229771,Pr3NF6,1215.3,1100,1146.67,100,0.23322,100,0.063997284
mp-20496,Ga2PbO4,6.178149686,-6.292973642,1.72057801,0,3.4457,21.63910495,Ga2PbO4,1235.17,1200,1140.76,100,0.206915,100,0.079829306
mp-753946,LiCoS2,3.746000927,-5.331285443,4.93231134,0.002535596,0.4486,21.26679951,LiCoS2,1149.57,200,6469.19,1300,0.317748,100,0.291834374
mp-4156,Li2ZrO3,4.032147565,-7.575108642,1.20637197,0,3.6433,38.09093577,Li2ZrO3,1315.13,1300,1425.39,100,0.359304,100,0.069771622
mp-31268,AlBiBr6,3.832774389,-3.515863813,-0.94793906,0.011408905,2.5722,8.48296022,AlBiBr6,1232.88,900,997.203,100,0.170137,700,0.102672439
mp-696379,BH3OF4,1.948617374,-5.560199627,-3.8748985,0,7.6573,4.313198447,BH3OF4,1339.67,1300,198.437,100,0.0177666,1000,0.326139778
mp-556229,Li2MnF5,3.027126827,-5.815385598,-0.9442579,0,1.8414,8.04563344,Li2MnF5,1102.75,700,979.394,100,0.146867,100,0.049477574
mp-19189,K2Co(SeO3)2,3.791136117,-5.79638881,2.51418487,0,0,10.19455808,K2Co(SeO3)2,1127.47,500,1048.15,200,0.21658,100,0.033364422
mp-29443,PI2,3.332330964,-3.134573235,1.00331229,0,1.9195,4.245879327,PI2,1089.27,700,1565.85,100,0.311673,100,0.036369984
mp-3519,ZrSO,4.809910037,-8.724789924,4.00326534,0,2.4195,17.71867263,ZrSO,1146.74,900,2393.2,100,0.441446,100,0.053162152
mp-8673,Li2SnTeO6,5.169476924,-6.069808061,3.57396766,0,2.0045,13.94315413,Li2SnTeO6,1171.1,800,1029.43,100,0.19545,100,0.048969723
mp-9010,RbAuS,5.347005454,-3.724868037,1.25828101,0,1.9946,12.19806004,RbAuS,1088.6,800,2521.48,100,0.528612,100,0.038320724
mp-558628,KLi2BO3,2.163280429,-6.240345779,-0.02278641,0,3.999,8.88504309,KLi2BO3,1290.26,1300,388.048,100,0.0571955,1000,0.183767131
mp-27833,Tl2TeCl6,4.456701373,-3.331132048,1.28339589,0,2.5741,5.15262778,Tl2TeCl6,1184.57,900,921.715,100,0.125922,100,0.076592761
mp-9986,CsAuO,6.716826689,-4.104620647,1.451468,0,1.3835,8.316880693,CsAuO,1101.33,400,512.36,100,0.0573518,100,0.044075058
mp-7848,AlPO4,2.10330828,-7.945920992,-0.70416012,0,5.6696,3.77727124,AlPO4,1315.53,1300,645.901,100,0.12168,100,0.093415311
mp-553896,K3MoF6,2.789705072,-5.500043798,-0.46323876,0,3.353,2.697215493,K3MoF6,1227.67,1100,290.999,100,0.00987364,1000,0.662489062
mp-341,PbF4,5.807856049,-4.470732428,-1.89156655,0,1.9145,9.129611082,PbF4,1301.21,700,619.582,100,0.11827,100,0.054117787
mp-2352,Na2O,2.350349561,-3.969514093,0.65267651,0,1.8736,7.569727949,Na2O,1367.49,700,510.224,100,0.0849621,100,0.068518052
mp-23292,HgBr2,5.199394405,-2.023288918,-1.73969353,0,2.5527,8.96233411,HgBr2,1268.69,900,1475.48,100,0.315276,100,0.056172619
mp-626165,NaH9O5,1.312698474,-5.068587781,-2.00537866,0.052303004,3.8286,8.158096877,NaH9O5,1264.58,1200,59.2941,100,0.00162351,200,0.593907661
mp-18780,K2WO4,3.951725723,-7.258172926,-1.10452714,0,4.3858,9.31769757,K2WO4,1250.45,1300,766.502,100,0.145733,100,0.083629181
mp-557519,CaCrF6,2.681304624,-6.18352664,-2.79837233,0,1.4044,5.977713143,CaCrF6,1233.55,600,257.144,100,0.0329272,100,0.064447138
mp-19717,TePb,7.856997091,-4.044719665,5.11774509,0,0.8063,379.838093,TePb,932.894,500,15762,100,1.94307,100,0.033501485
mp-2074,Li3Sb,3.352100285,-3.14910073,4.20198948,0,0.7074,22.31258569,Li3Sb,937.976,300,13169.4,100,2.56038,100,0.015338877
mp-8666,CsAgO,4.952384117,-3.889356921,0.95464524,0,1.4719,7.933664897,CsAgO,1071.43,500,989.766,100,0.198409,100,0.027175362
mp-560977,KTiPS5,2.202740491,-5.630995748,1.48978553,0,1.2217,11.47859321,KTiPS5,1152.99,500,796.154,100,0.129744,100,0.038711273
mp-866132,Na2TlSb,5.58737896,-2.647656308,3.62015503,0,0.3797,172.5171397,Na2TlSb,988.728,200,17722.4,1300,1.63907,100,0.114650834
mp-14753,Li7TaN4,3.967542724,-5.823039377,1.1843407,0,3.3024,9.447612363,Li7TaN4,1275.91,1100,432.203,100,0.0847671,100,0.073151363
